Index,pizza,egg-tomato,bean,Fish in oil,coca_cola,humberger,franch_frise,dessert,family_portrait_package,dumplings,营业额,净利润,成本
1145,225,822,677,97,696,878,782,629,54,20,40629,13397,27232
1146,407,693,492,118,489,451,595,579,52,19,36970,12145.7,24824.3
1147,117,439,220,52,615,830,932,551,46,18,30654,9836,20818
1148,468,804,469,20,451,445,488,570,59,19,33766,11155.6,22610.4
1149,173,764,454,62,371,507,548,420,98,14,32007,10684.8,21322.2
1150,194,850,217,48,519,673,571,487,77,17,32478,10706.2,21771.8
1151,248,400,390,66,350,451,397,412,44,29,25942,8559.1,17382.9
1152,334,876,631,100,581,712,565,572,2,17,36119,11983.1,24135.9
1153,305,475,643,120,374,452,397,466,17,26,30058,9989.9,20068.1
1154,113,627,485,117,356,474,528,452,81,28,31985,10640.9,21344.1
1155,255,727,224,53,520,548,577,457,65,15,30779,10078,20701
1156,483,981,240,50,771,848,686,773,55,28,42640,13872.5,28767.5
1157,283,920,651,104,667,932,852,716,65,6,44281,14597.1,29683.9
1158,130,423,249,97,349,526,418,465,87,24,28573,9386.9,19186.1
1159,112,603,366,68,573,780,668,521,34,16,30227,9873.6,20353.4
1160,175,856,572,93,394,481,395,400,60,15,31352,10551.7,20800.3
1161,348,836,284,121,580,651,679,642,41,24,38638,12631.7,26006.3
1162,179,427,252,42,538,689,750,447,34,14,27036,8731,18305
1163,209,519,298,34,453,597,643,399,26,26,25955,8501.2,17453.8
1164,320,890,208,25,626,737,855,580,97,12,38026,12410.5,25615.5
1165,141,572,571,95,698,997,1064,657,28,29,38313,12470.5,25842.5
1166,413,788,273,102,528,471,460,605,12,11,33160,10814.5,22345.5
1167,119,422,394,132,583,761,665,529,19,12,30877,10017.9,20859.1
1168,152,537,242,106,526,623,536,422,44,22,29121,9515,19606
1169,161,409,318,21,517,612,531,393,35,28,24015,7819.3,16195.7
1170,474,713,670,119,570,484,626,600,98,6,42231,13902.4,28328.6
1171,429,984,307,120,789,887,735,713,56,29,45447,14854.5,30592.5
1172,359,838,613,127,617,777,673,739,78,16,44575,14679.8,29895.2
1173,214,894,483,22,651,934,796,541,91,7,37925,12533.8,25391.2
1174,476,901,409,82,567,614,561,691,64,24,40766,13403.6,27362.4
1175,420,796,238,138,509,549,581,609,95,18,41046,13461.1,27584.9
1176,210,540,489,123,602,757,678,549,5,9,32664,10653.4,22010.6
1177,332,975,258,132,493,447,366,559,42,18,35362,11676,23686
1178,168,874,394,54,398,577,630,428,29,13,29264,9756.4,19507.6
1179,434,646,592,114,700,799,863,704,19,20,41361,13468.5,27892.5
1180,471,870,297,41,733,807,682,674,30,30,38645,12586.2,26058.8
1181,372,637,699,50,604,667,570,633,76,14,37466,12325,25141
1182,374,767,621,58,699,945,929,641,88,21,43870,14427.3,29442.7
1183,390,773,497,23,474,560,457,527,10,16,29952,9918,20034
1184,241,582,360,84,432,551,659,488,47,13,30941,10144.6,20796.4
1185,227,942,437,146,594,679,574,637,30,20,38365,12643.8,25721.2
1186,377,507,555,49,821,996,1031,765,75,11,42631,13747,28884
1187,231,904,397,147,630,860,862,602,92,25,44460,14652.7,29807.3
1188,381,718,432,88,790,978,877,801,71,20,44765,14521.7,30243.3
1189,459,543,586,34,726,760,813,592,70,6,38219,12422.6,25796.4
1190,332,690,616,120,439,540,578,628,28,14,35855,11836.2,24018.8
1191,412,416,252,57,498,432,322,570,39,11,28064,9043.2,19020.8
1192,176,757,475,99,641,965,918,641,81,14,41226,13527.9,27698.1
1193,328,843,431,91,427,484,626,539,79,11,36630,12119.4,24510.6
1194,180,421,217,132,671,892,748,657,37,12,34902,11200.5,23701.5
1195,498,523,689,149,822,874,921,848,78,10,49208,15933.4,33274.6
1196,478,628,318,118,781,872,742,833,27,19,42440,13657.4,28782.6
1197,267,813,454,25,631,795,805,558,3,23,32613,10692.4,21920.6
1198,226,581,425,124,541,710,559,602,43,9,34465,11272,23193
1199,459,759,303,101,754,878,870,758,92,9,45822,14856.1,30965.9
1200,384,578,212,71,766,944,968,682,89,27,42118,13580.2,28537.8
1201,245,750,535,132,665,808,890,652,4,21,38642,12622.1,26019.9
1202,162,917,507,47,662,987,882,532,2,21,34648,11451.9,23196.1
1203,147,472,425,101,318,463,485,416,65,20,28266,9366.3,18899.7
1204,479,971,360,118,554,555,500,665,82,8,42248,13909.2,28338.8
1205,267,831,241,100,639,890,741,683,98,16,41929,13708,28221
1206,202,923,650,35,681,835,843,521,52,23,37078,12283.7,24794.3
1207,406,737,499,71,727,877,787,759,24,7,39903,12959.7,26943.3
1208,387,526,391,63,582,716,805,596,54,14,35889,11655,24234
1209,164,792,509,63,521,743,742,503,39,18,33206,10996.3,22209.7
1210,221,715,373,37,448,458,508,420,7,15,25204,8308.4,16895.6
1211,478,643,291,31,577,659,666,675,6,7,32805,10590.9,22214.1
1212,405,806,601,111,711,907,973,697,23,6,43321,14168.3,29152.7
1213,296,1000,578,134,448,489,428,524,49,8,37009,12375.3,24633.7
1214,336,590,441,73,455,462,353,459,44,10,29399,9695.8,19703.2
1215,100,923,217,85,469,704,727,452,66,27,33622,11146.1,22475.9
1216,133,452,532,113,340,452,345,376,93,11,29083,9696.2,19386.8
1217,145,819,305,89,733,965,992,539,71,28,39483,12908.1,26574.9
1218,169,999,675,63,537,692,740,445,94,25,38259,12829.5,25429.5
1219,204,825,613,70,549,672,640,511,85,25,36831,12245.6,24585.4
1220,101,412,266,116,605,912,822,616,36,17,33233,10714.5,22518.5
1221,209,892,315,35,593,689,638,506,73,6,33319,10957.5,22361.5
1222,170,568,697,117,560,764,633,531,85,11,37229,12314.8,24914.2
1223,220,555,615,145,569,729,700,599,81,13,39415,12948.8,26466.2
1224,297,733,440,148,563,659,564,609,23,21,36898,12116.2,24781.8
1225,348,983,322,22,654,765,813,622,71,21,38826,12727.8,26098.2
1226,380,443,555,88,556,522,483,602,100,24,36715,12000.4,24714.6
1227,474,434,277,133,828,972,804,830,95,20,46454,14917.1,31536.9
1228,463,600,689,57,737,922,969,753,91,15,45477,14827.6,30649.4
1229,398,929,439,113,613,630,566,629,86,22,42243,13925.6,28317.4
1230,458,836,370,64,707,818,783,680,72,28,42621,13924.6,28696.4
1231,277,414,344,56,691,806,884,547,49,24,33734,10862.1,22871.9
1232,189,666,527,96,649,955,1029,639,69,21,40925,13391.2,27533.8
1233,128,594,545,134,435,578,718,532,78,5,35075,11555.3,23519.7
1234,215,808,584,33,484,583,690,449,0,12,28605,9499,19106
1235,330,420,464,96,732,967,881,759,41,14,39575,12745.3,26829.7
1236,261,457,294,31,560,642,611,522,83,18,30832,9994.7,20837.3
1237,444,487,289,21,784,908,816,713,99,10,39712,12751.1,26960.9
1238,278,829,265,143,638,892,842,716,58,13,42673,13916.9,28756.1
1239,382,885,295,121,503,484,453,519,38,28,35551,11738.8,23812.2
1240,247,770,698,105,646,883,794,676,62,17,41812,13783.1,28028.9
1241,400,598,355,33,766,870,768,634,65,13,37527,12131.6,25395.4
1242,394,460,232,98,552,589,456,604,4,15,30382,9786.7,20595.3
1243,302,954,271,97,560,764,805,647,17,15,37631,12332,25299
1244,268,624,351,61,706,835,855,586,46,26,35887,11637.4,24249.6
1245,352,712,227,92,504,603,514,640,37,28,34426,11237.7,23188.3
1246,465,444,303,91,739,931,923,764,86,26,43791,14100,29691
1247,479,789,382,26,710,722,730,608,85,14,39557,12900.9,26656.1
1248,346,522,698,23,743,845,802,654,59,18,37331,12149.1,25181.9
1249,494,964,204,64,790,883,886,800,39,10,43441,14044.1,29396.9
1250,128,498,368,23,423,458,571,335,61,14,23974,7880.1,16093.9
1251,193,519,477,148,636,923,899,686,94,26,42921,14000.4,28920.6
1252,245,653,617,55,613,845,827,612,41,20,36253,11900.9,24352.1
1253,410,520,473,138,594,738,739,671,55,28,40979,13363.5,27615.5
1254,218,765,467,147,445,597,712,523,96,18,39446,13064.8,26381.2
1255,159,861,404,61,588,711,595,430,25,28,30911,10246.9,20664.1
1256,492,641,466,49,679,833,896,671,77,17,41956,13662.4,28293.6
1257,489,622,414,95,848,992,958,813,65,28,46604,15050.3,31553.7
1258,275,684,215,147,707,845,956,741,32,17,40818,13143.3,27674.7
1259,394,611,213,148,606,736,755,762,98,9,43588,14104.9,29483.1
1260,443,811,632,75,556,551,548,621,95,15,40636,13430.2,27205.8
1261,453,803,581,87,546,490,384,629,55,21,37500,12383,25117
1262,266,856,472,53,692,890,861,626,49,27,38940,12774.8,26165.2
1263,122,888,346,121,425,542,603,500,87,21,35451,11766.8,23684.2
1264,437,555,572,122,502,519,514,624,48,20,37172,12196.6,24975.4
1265,318,918,649,56,646,874,803,655,44,22,40493,13385.6,27107.4
1266,498,936,398,142,728,760,640,773,85,11,47661,15582.8,32078.2
1267,226,703,399,35,463,459,357,383,61,17,27189,9027,18162
1268,406,686,519,20,699,765,681,568,36,21,34988,11437.5,23550.5
1269,211,935,487,130,435,546,628,506,7,9,33552,11157.6,22394.4
1270,169,996,629,45,574,797,798,461,0,9,32633,10891.3,21741.7
1271,298,753,267,83,499,505,438,501,75,22,33222,10929.7,22292.3
1272,160,617,273,111,483,549,569,418,80,24,31918,10494,21424
1273,222,604,316,149,499,691,660,538,57,27,36210,11880,24330
1274,324,971,604,93,654,779,797,646,0,25,39215,12933.9,26281.1
1275,336,876,460,97,590,705,583,621,43,23,38287,12624.8,25662.2
1276,295,480,441,90,451,493,600,547,10,12,29322,9544.2,19777.8
1277,485,723,473,150,587,592,525,707,28,11,40242,13152.3,27089.7
1278,135,410,574,134,484,729,606,593,73,12,34908,11455.1,23452.9
1279,392,558,366,84,613,621,628,644,31,29,34987,11334.2,23652.8
1280,355,977,460,82,573,628,545,597,3,20,35240,11643.1,23596.9
1281,269,522,409,102,465,530,413,556,100,20,34369,11287.2,23081.8
1282,196,701,404,49,506,630,624,434,50,30,30555,10100.8,20454.2
1283,384,733,455,89,703,765,638,648,25,6,37300,12148.7,25151.3
1284,226,838,360,31,623,817,875,501,86,26,36879,12135.4,24743.6
1285,446,905,335,64,731,942,949,710,37,9,42473,13830.6,28642.4
1286,110,441,369,117,589,836,850,606,68,7,35214,11402.9,23811.1
1287,297,554,378,86,611,723,622,601,63,15,35372,11508.6,23863.4
1288,387,495,210,101,777,971,989,716,33,5,39641,12672.4,26968.6
1289,458,660,312,32,714,838,870,698,63,6,39186,12651.5,26534.5
1290,297,589,514,120,750,916,986,756,57,21,43190,13989.4,29200.6
1291,160,703,255,91,611,796,816,601,34,10,33967,11019.6,22947.4
1292,234,528,390,123,622,860,790,673,77,9,39302,12768,26534
1293,500,866,505,86,555,481,417,657,75,6,39451,12987.5,26463.5
1294,203,554,431,102,534,657,702,535,74,5,34422,11248.9,23173.1
1295,111,689,430,95,625,961,998,551,14,17,35007,11449.7,23557.3
1296,131,557,583,133,627,849,851,641,14,17,35966,11726.7,24239.3
1297,219,453,511,31,465,519,398,383,78,19,27180,8989.5,18190.5
1298,180,943,205,129,350,486,474,430,93,24,34760,11605.1,23154.9
1299,254,709,353,123,524,655,530,517,45,12,34247,11268.1,22978.9
1300,333,780,365,146,779,959,986,769,71,9,46665,15138.8,31526.2
1301,387,748,578,79,461,523,613,584,79,9,37639,12439.6,25199.4
1302,245,790,468,101,556,657,701,514,32,7,34552,11376.5,23175.5
1303,315,658,484,106,441,510,547,581,17,10,32440,10659.3,21780.7
1304,484,534,533,100,605,597,485,625,0,15,34286,11165.7,23120.3
1305,342,890,660,41,671,920,882,643,55,13,41137,13575,27562
1306,376,747,598,63,718,828,939,700,38,23,40896,13339.3,27556.7
1307,330,638,204,48,650,737,703,594,99,11,36562,11845,24717
1308,398,558,510,81,551,642,637,557,96,11,38055,12484.5,25570.5
1309,109,827,205,125,695,959,973,655,27,14,38059,12344.1,25714.9
1310,177,451,339,116,427,589,606,472,85,10,32158,10535.1,21622.9
1311,496,984,597,82,674,688,616,725,53,18,43367,14279.3,29087.7
1312,242,704,605,79,671,876,740,572,40,5,36612,12030.1,24581.9
1313,446,988,665,125,749,792,799,739,89,7,48884,16075.6,32808.4
1314,141,676,600,46,351,503,608,386,56,13,28300,9477.5,18822.5
1315,231,462,467,99,699,895,743,590,85,30,38471,12534.5,25936.5
1316,477,432,204,69,788,886,831,734,7,16,36498,11601.5,24896.5
1317,366,472,680,118,611,748,740,633,71,24,40629,13310.9,27318.1
1318,473,796,573,122,701,856,704,822,60,12,46185,15102.2,31082.8
1319,375,480,500,98,516,503,545,554,89,13,35793,11706,24087
1320,366,540,699,40,490,512,434,465,73,27,32430,10770.8,21659.2
1321,138,553,427,91,461,614,738,452,17,24,29035,9531.1,19503.9
1322,439,462,469,142,580,695,748,695,53,8,40365,13099.5,27265.5
1323,221,510,298,64,760,995,988,648,9,12,34288,10978.7,23309.3
1324,153,787,681,118,732,954,854,681,98,23,44465,14632.3,29832.7
1325,406,866,471,36,528,479,474,499,0,14,30170,9966.8,20203.2
1326,137,594,587,98,470,564,558,431,28,29,29633,9832.9,19800.1
1327,217,764,398,50,440,576,582,505,28,29,29966,9914.5,20051.5
1328,335,483,341,82,772,955,966,667,47,19,39028,12554,26474
1329,159,595,636,50,481,671,725,504,97,7,33934,11221.6,22712.4
1330,303,730,409,139,689,936,968,705,12,26,41612,13545.8,28066.2
1331,312,520,534,139,409,464,450,575,30,5,32575,10701.5,21873.5
1332,445,783,231,135,784,953,835,769,75,6,46416,15035.3,31380.7
1333,238,529,433,150,607,756,771,658,11,24,36370,11802.9,24567.1
1334,435,743,588,96,678,859,831,685,11,22,40888,13388.3,27499.7
1335,479,805,271,134,486,466,464,609,78,29,39969,13139.7,26829.3
1336,463,515,533,68,798,929,974,761,93,29,45376,14688.4,30687.6
1337,250,614,455,20,479,467,357,406,45,14,25761,8514.5,17246.5
1338,389,602,474,88,753,889,880,692,11,25,39026,12635.2,26390.8
1339,307,704,287,125,544,573,542,573,38,13,34503,11263.5,23239.5
1340,313,568,257,65,536,601,711,541,69,12,33290,10803.5,22486.5
1341,348,504,368,78,527,609,488,610,54,15,33041,10752.1,22288.9
1342,126,644,528,133,599,799,788,611,15,11,35084,11469.4,23614.6
1343,240,951,548,105,388,514,590,475,94,29,38018,12750.9,25267.1
1344,202,786,500,90,720,928,799,663,36,25,38761,12682.9,26078.1
1345,186,436,634,43,556,647,640,434,72,28,30748,10126.4,20621.6
1346,257,813,511,76,406,475,372,473,29,10,29811,9949.9,19861.1
1347,372,700,364,130,782,989,857,749,42,11,43506,14098.7,29407.3
1348,490,533,386,133,663,667,738,740,66,24,42539,13759.6,28779.4
1349,121,749,621,141,653,861,748,553,46,28,38741,12800.2,25940.8
1350,288,878,240,45,439,547,624,454,58,29,32204,10662.5,21541.5
1351,202,547,310,84,567,749,848,539,45,18,33290,10810.9,22479.1
1352,107,849,202,31,490,682,591,455,41,24,28216,9314.3,18901.7
1353,387,563,670,76,484,569,653,629,37,28,35680,11734.7,23945.3
1354,274,587,307,48,529,561,529,507,44,20,29391,9579,19812
1355,378,406,271,64,814,943,797,764,93,14,40418,12924.5,27493.5
1356,428,952,310,69,466,462,551,505,51,24,35333,11695.7,23637.3
1357,308,958,264,53,779,936,895,700,26,15,39191,12720.7,26470.3
1358,442,468,383,90,762,874,840,727,4,23,37952,12178.9,25773.1
1359,182,648,657,97,418,539,528,402,2,20,28475,9520.6,18954.4
1360,344,623,358,114,739,978,869,774,74,12,43721,14156.2,29564.8
1361,282,937,373,94,681,816,883,584,59,16,40600,13317.3,27282.7
1362,458,866,537,65,589,701,581,709,7,8,37296,12248.3,25047.7
1363,257,854,396,46,589,719,757,521,98,15,37408,12326.9,25081.1
1364,469,719,688,113,624,683,614,644,18,25,39858,13125.3,26732.7
1365,194,854,484,44,507,681,545,512,20,19,30531,10141.3,20389.7
1366,274,537,479,134,430,456,515,574,68,24,34783,11423.6,23359.4
1367,464,903,523,62,592,581,609,582,41,6,37458,12341.9,25116.1
1368,221,682,332,95,469,653,706,567,41,15,33403,10943.8,22459.2
1369,289,502,429,36,487,648,739,456,74,25,32124,10546.1,21577.9
1370,480,698,204,45,574,549,528,572,45,9,33153,10759.8,22393.2
1371,141,806,509,95,530,622,620,453,0,18,30099,9972.2,20126.8
1372,260,514,339,112,621,892,819,687,23,16,36436,11785.1,24650.9
1373,228,688,287,30,592,677,595,429,27,28,28462,9323.3,19138.7
1374,202,759,545,62,426,586,716,453,66,24,33347,11102,22245
1375,164,600,459,72,667,979,1023,568,56,5,36860,12007.5,24852.5
1376,340,468,365,93,771,904,997,733,73,5,41186,13211.8,27974.2
1377,173,778,632,119,500,689,812,517,88,10,39093,12971.6,26121.4
1378,209,701,526,96,445,503,484,478,49,12,31423,10419.3,21003.7
1379,445,467,358,99,576,665,684,715,98,11,40296,13048.3,27247.7
1380,112,649,425,94,575,906,914,600,25,18,34750,11357.9,23392.1
1381,410,754,515,116,563,616,508,605,42,11,37831,12453.9,25377.1
1382,189,646,490,101,689,975,1006,612,50,12,39294,12816.4,26477.6
1383,112,807,247,46,494,779,642,473,32,10,29104,9599,19505
1384,225,762,509,135,457,512,570,491,86,13,36741,12184.9,24556.1
1385,431,874,200,110,434,454,368,535,99,11,37506,12389.6,25116.4
1386,290,448,298,143,496,487,576,544,77,21,34727,11285.8,23441.2
1387,481,591,276,48,631,745,706,636,73,17,37914,12296.4,25617.6
1388,349,434,674,42,723,820,743,622,55,11,36063,11715.4,24347.6
1389,446,443,695,21,570,605,580,629,48,13,33530,10945.3,22584.7
1390,265,646,318,113,632,901,963,654,7,10,37035,11997.5,25037.5
1391,420,597,518,65,565,612,694,574,19,13,33953,11085.2,22867.8
1392,411,505,250,96,550,568,671,556,32,7,33046,10670.3,22375.7
1393,288,595,433,120,673,852,937,704,98,11,43293,14061.9,29231.1
1394,348,600,296,121,669,865,958,716,96,9,43744,14161.1,29582.9
1395,392,622,623,114,498,526,459,605,12,22,34415,11338.4,23076.6
1396,109,890,270,114,654,891,756,627,73,27,39257,12872,26385
1397,177,853,582,73,533,622,569,512,84,16,35497,11800.4,23696.6
1398,454,865,551,90,534,530,649,630,17,24,37723,12429.1,25293.9
1399,151,928,217,92,411,579,649,429,98,26,34822,11581.4,23240.6
1400,455,927,355,132,531,580,635,642,90,13,43436,14301.1,29134.9
1401,222,697,292,20,492,638,759,427,23,7,27569,9025.8,18543.2
1402,401,516,337,147,557,693,556,679,35,27,37904,12330,25574
1403,436,889,335,56,689,832,919,748,32,17,41081,13350.3,27730.7
1404,288,741,214,21,801,980,1053,637,85,30,40014,12931.9,27082.1
1405,423,976,417,93,661,670,557,696,53,28,41284,13562.9,27721.1
1406,454,415,651,103,861,971,1013,838,97,25,48209,15559.8,32649.2
1407,375,539,668,112,604,619,532,620,74,6,38320,12559.8,25760.2
1408,362,876,693,48,517,530,437,480,91,12,36372,12162.3,24209.7
1409,499,692,686,41,499,478,423,515,2,9,31204,10339.1,20864.9
1410,348,633,500,149,624,838,705,684,98,10,44271,14504.6,29766.4
1411,108,835,221,74,389,553,575,382,47,13,28146,9350.6,18795.4
1412,250,1000,306,75,435,588,500,455,79,26,34962,11682.5,23279.5
1413,289,667,697,73,475,473,456,455,42,11,31218,10386.3,20831.7
1414,235,723,294,91,618,709,761,510,56,22,35243,11512.8,23730.2
1415,371,491,397,121,760,877,963,717,47,13,41393,13317.8,28075.2
1416,209,943,322,144,619,913,794,658,35,11,40710,13371.2,27338.8
1417,253,740,516,25,416,490,504,386,22,21,26867,8974.1,17892.9
1418,304,636,690,149,483,519,543,529,61,23,37638,12479.8,25158.2
1419,188,798,354,79,509,642,509,518,5,12,29422,9692.3,19729.7
1420,343,839,501,46,498,445,540,443,15,28,30393,10084.7,20308.3
1421,153,806,404,74,596,742,590,442,7,30,30311,10025.7,20285.3
1422,260,500,628,29,478,506,472,370,33,19,26318,8730.2,17587.8
1423,438,639,311,135,601,709,744,746,80,19,43193,14029.1,29163.9
1424,364,507,237,59,395,437,453,429,31,29,27247,8925.6,18321.4
1425,370,590,694,121,730,865,905,702,55,26,43824,14309.3,29514.7
1426,317,664,615,36,447,542,548,495,52,19,31702,10524.7,21177.3
1427,205,916,390,20,584,845,738,554,57,9,34455,11371,23084
1428,486,815,675,134,625,567,464,696,88,9,44168,14555.5,29612.5
1429,372,613,326,100,490,584,492,608,97,8,37062,12130.5,24931.5
1430,180,972,518,89,421,556,540,471,2,20,30872,10344.8,20527.2
1431,241,583,479,25,555,692,668,507,2,6,27676,9033.4,18642.6
1432,177,573,233,130,530,778,845,613,46,8,35390,11474.8,23915.2
1433,376,933,340,120,573,580,512,628,53,27,39192,12898.6,26293.4
1434,118,501,412,115,537,677,673,448,97,30,34377,11295.3,23081.7
1435,363,892,641,110,569,559,437,643,29,12,37438,12384.9,25053.1
1436,133,576,480,82,471,543,554,417,44,29,28794,9516.3,19277.7
1437,368,624,435,140,534,607,655,611,11,26,36270,11856.3,24413.7
1438,378,403,326,45,581,571,509,490,77,7,30912,10007.6,20904.4
1439,462,682,602,54,814,922,796,698,14,7,39493,12827.9,26665.1
1440,279,691,691,56,487,611,546,529,33,7,32109,10655.8,21453.2
1441,307,431,405,34,515,637,765,523,96,13,33377,10862.7,22514.3
1442,325,506,359,89,616,713,721,579,45,8,34520,11178.3,23341.7
1443,384,815,533,25,756,847,824,648,9,19,36764,11987,24777
1444,323,928,673,148,689,817,894,680,80,24,47580,15694.8,31885.2
1445,282,990,212,73,556,713,770,603,7,29,35051,11496.4,23554.6
1446,180,611,280,109,468,508,609,441,89,13,32456,10641.6,21814.4
1447,487,929,479,68,593,533,601,561,84,27,40573,13402.5,27170.5
1448,125,765,572,59,501,755,695,425,95,21,34837,11630.6,23206.4
1449,343,444,505,66,513,620,605,607,44,29,33164,10821.1,22342.9
1450,458,775,637,46,639,668,697,607,1,18,35750,11737.7,24012.3
1451,257,987,277,53,738,952,969,644,74,30,41815,13676.8,28138.2
1452,190,604,583,28,496,700,698,456,32,27,29632,9812.5,19819.5
1453,344,549,414,22,621,799,712,556,14,28,31524,10261.8,21262.2
1454,212,547,272,131,623,926,894,682,4,21,36187,11688.3,24498.7
1455,346,690,243,149,707,802,810,706,33,17,40692,13149.2,27542.8
1456,388,459,479,115,525,498,478,546,41,16,33293,10864.7,22428.3
1457,251,605,612,65,562,717,765,589,20,9,33196,10870.5,22325.5
1458,127,930,242,79,668,933,765,549,85,7,37858,12433.6,25424.4
1459,136,479,409,49,578,901,956,514,60,12,32867,10702.2,22164.8
1460,216,552,569,133,434,484,571,460,6,10,29840,9840.8,19999.2
1461,411,863,375,75,790,919,951,765,25,14,42334,13715.5,28618.5
1462,442,415,210,78,755,990,936,815,10,15,38486,12243.3,26242.7
1463,414,413,246,99,544,550,678,659,35,21,33978,10906.4,23071.6
1464,258,420,536,137,355,440,524,533,0,20,29274,9612.6,19661.4
1465,160,930,265,100,700,918,850,584,42,11,37886,12388.7,25497.3
1466,496,847,437,119,750,822,663,797,11,20,42926,13970.7,28955.3
1467,224,552,343,37,585,679,587,504,88,5,31475,10253.7,21221.3
1468,460,795,630,66,630,665,581,592,64,20,39623,13081.4,26541.6
1469,347,984,200,115,760,880,922,739,30,14,42760,13867.6,28892.4
1470,339,542,411,72,443,545,421,505,47,11,30481,10023.2,20457.8
1471,363,799,459,117,602,633,502,588,96,26,40848,13471.8,27376.2
1472,297,547,694,33,555,644,650,499,97,21,35084,11588.8,23495.2
1473,211,698,312,73,444,609,744,453,23,14,29923,9834.9,20088.1
1474,114,530,317,97,491,754,790,450,33,19,30356,9934.6,20421.4
1475,210,842,235,148,473,557,466,520,21,13,32630,10746.8,21883.2
1476,389,986,257,42,469,502,421,526,17,28,31403,10401.5,21001.5
1477,498,566,457,58,801,875,871,763,18,10,39611,12729.6,26881.4
1478,157,732,384,56,445,599,623,418,92,6,31607,10474.4,21132.6
1479,468,732,562,29,503,524,423,517,62,24,34168,11333.4,22834.6
1480,426,936,615,131,641,719,611,690,49,21,43821,14470.8,29350.2
1481,282,922,586,121,601,738,834,658,26,27,40825,13461.7,27363.3
1482,268,842,679,94,678,864,886,597,6,17,38590,12716.9,25873.1
1483,383,758,598,126,743,835,830,701,75,23,45550,14908.6,30641.4
1484,174,402,622,61,656,863,970,601,84,15,36827,11968.5,24858.5
1485,423,906,597,145,744,907,917,761,91,25,50799,16681.2,34117.8
1486,166,549,479,22,582,828,850,489,74,9,32352,10589.1,21762.9
1487,112,471,556,127,372,434,494,425,83,23,30792,10211,20581
1488,273,726,215,78,513,587,480,540,41,26,31548,10328.1,21219.9
1489,482,488,645,97,511,556,560,680,42,16,37209,12171.2,25037.8
1490,108,427,586,37,373,502,593,345,87,20,26898,8946.3,17951.7
1491,264,576,506,87,659,871,767,673,19,17,36014,11710.6,24303.4
1492,387,430,340,111,559,706,831,711,39,6,37091,11940.5,25150.5
1493,461,881,337,55,711,763,883,676,80,30,43165,14078.4,29086.6
1494,451,900,638,94,507,476,570,621,53,27,39725,13168.6,26556.4
1495,168,951,383,68,496,613,634,468,26,30,31744,10550.8,21193.2
1496,313,563,582,121,802,977,910,697,21,18,40969,13285.7,27683.3
1497,440,486,666,36,752,845,927,642,78,19,40666,13218.3,27447.7
1498,497,498,214,117,589,593,573,738,51,11,37787,12149.4,25637.6
1499,349,931,404,102,673,859,843,667,6,10,39691,12987.6,26703.4
1500,351,519,646,39,526,665,571,595,83,26,35579,11718.9,23860.1
1501,339,919,219,91,495,433,542,453,19,23,31694,10439.4,21254.6
1502,217,570,510,62,472,535,675,472,92,10,32712,10762.4,21949.6
1503,361,500,581,38,716,949,994,649,25,6,36899,11948.9,24950.1
1504,217,993,319,80,687,888,925,552,68,17,40178,13204.1,26973.9
1505,378,692,533,96,770,953,928,781,97,11,46495,15124.2,31370.8
1506,363,772,347,122,495,508,647,567,10,6,34193,11185.2,23007.8
1507,224,908,316,81,568,732,629,599,82,8,37429,12315.4,25113.6
1508,205,953,642,40,428,546,606,381,72,11,32756,11038.1,21717.9
1509,122,587,566,127,467,683,570,503,0,9,29964,9901.3,20062.7
1510,361,974,616,150,698,769,864,714,84,13,48087,15819.1,32267.9
1511,108,679,631,107,632,943,866,563,36,16,36897,12157,24740
1512,489,759,351,53,598,552,631,609,66,15,37344,12181.9,25162.1
1513,278,697,654,61,602,768,709,522,51,8,35607,11759.5,23847.5
1514,303,892,545,80,749,957,1041,647,21,8,41118,13449.3,27668.7
1515,137,535,257,68,638,913,976,527,35,6,32315,10432.1,21882.9
1516,194,554,611,126,359,431,552,500,6,8,29053,9604.4,19448.6
1517,104,857,252,33,685,910,795,543,75,6,34310,11208.1,23101.9
1518,224,981,323,52,678,976,923,673,58,9,39922,13070.9,26851.1
1519,123,490,467,28,494,596,690,332,42,30,25780,8497.8,17282.2
1520,281,581,512,132,486,539,440,542,86,7,35845,11809.3,24035.7
1521,164,872,298,49,438,565,542,364,54,6,28598,9523.2,19074.8
1522,159,891,339,65,422,460,551,352,92,23,31448,10503.3,20944.7
1523,318,938,283,25,640,782,851,601,70,6,37558,12278,25280
1524,370,694,305,52,681,758,655,625,17,11,33801,10943.4,22857.6
1525,321,474,628,97,425,462,550,550,40,24,32437,10676,21761
1526,174,604,589,62,542,743,595,475,28,7,30151,9960.5,20190.5
1527,381,970,207,39,785,897,985,668,80,16,42593,13834.8,28758.2
1528,449,574,495,88,801,904,906,711,100,11,45158,14637.1,30520.9
1529,137,416,313,106,626,955,978,586,82,23,37432,12128.7,25303.3
1530,358,969,670,78,695,812,678,684,21,18,40399,13333.9,27065.1
1531,309,811,505,62,586,699,796,514,100,22,39443,13027.2,26415.8
1532,490,962,299,104,563,581,648,629,19,6,38431,12592.1,25838.9
1533,444,430,638,111,685,707,571,703,60,6,39399,12793.6,26605.4
1534,407,667,688,78,543,569,514,617,56,10,36795,12130.4,24664.6
